Year,Entity Text,Instances
1623,London,28
1623,Mandeyille,1
1623,England,42
1623,Kicotan,2
1623,Elizabeth City,2
1623,Vinerouns,1
1623,Virginia,263
1623,Frenchmen,1
1623,Cape Henry,1
1623,fort,1
1623,the South sea,1
1623,Nuports Newes,1
1623,Number,1
1623,Capacitie,1
1623,St. Sithes,1
1623,King,3
1623,Rocheford,1
1623,the Somer Islands,2
1623,Providence,1
1623,Tres,4
1623,the SOMERS Islands,1
1623,Cambridge,1
1623,Island,4
1623,Maᵗˢ,1
1623,Privy Counsell,1
1623,Aprill,2
1623,the Summer Islands,2
1623,Ireland,2
1623,Brazill Guyana,1
1623,pp,5
1623,Colonies,2
1623,Virgᵃ.,1
1623,L Threas,1
1623,Washington,28
1623,Entreat,1
1623,Contrary,2
1623,Easter,1
1623,Artifice,1
1623,English Cattle,1
1623,Memoryes,1
1623,Defecte,1
1623,Correspondencie,1
1623,Sr,4
1623,Capital,1
1623,Cattle,1
1623,Savages,1
1623,Course,1
1623,Accompte,1
1623,Cause,2
1623,Kingdome,2
1623,Workemen,2
1623,Malago,1
1623,Wyne,1
1623,Vineyard,1
1623,Wormes,1
1623,Germany,1
1623,Countrye,2
1623,necessarye,1
1623,Commodities,1
1623,Martyns Hundred,1
1623,Parchment,1
1623,Towne,2
1623,Conscience,1
1623,Dutye,1
1623,Contynuall,1
1623,Inquire,1
1623,Premises,1
1623,Massacre,1
1623,Counsel,1
1623,Contrey,2
1623,Capps,2
1623,Sicknes,1
1623,Citty,2
1623,Shipp,5
1623,Truelove,1
1623,Vines,1
1623,Loving,1
1623,N.S.,1
1623,verie,1
1623,River,3
1623,Sea,5
1623,Darlington,1
1623,the Isle of Wight,1
1623,"the Hollanders

CCCXLII",1
1623,Captaine,14
1623,Centinelle,1
1623,Sundrye,1
1623,Lorᵈˢ,1
1623,Peace,1
1623,Innocencie,1
1623,Corne,9
1623,Ballatinge Boxe,1
1623,Virg,2
1623,Farrers,1
1623,Tenants,1
1623,Silkgrasse,1
1623,Comᵐ.,1
1623,Sr S. Argalls,1
1623,Norburne,1
1623,Fort,2
1623,James City,2
1623,Shallope,1
1623,"the Bay,",1
1623,wᵒᵘᵗ,1
1623,Wittnes,1
1623,Comand,3
1623,Southampton,4
1623,Geneva,1
1623,Canterbury,2
1623,Sr.,1
1623,Records of,1
1623,III,1
1623,Courtes,1
1623,THE Somers Islands,1
1623,Governour,1
1623,Clearke,2
1623,Companie,1
1623,Continue,1
1623,Shipping,1
1623,possesse,1
1623,Ma'tie,1
1623,Commaund,1
1623,yo'r,1
1623,Magazines,1
1623,Case,1
1623,the Spanish Territories,1
1623,the West Indies,3
1623,Vamaskinge,1
1623,Pembrooke,1
1623,Woodstreet,1
1623,Reformation,1
1623,Massam,2
1623,L. Pagetts,1
1623,Worselnham,1
1623,Jeane,1
1623,Spayne,2
1623,Newfowndland,2
1623,Tohaco,1
1623,Leftenent Barklye,1
1623,blese,1
1623,Tobaco,1
1623,XXVIII,1
1623,Rome,1
1623,Neroes,1
1623,Companys,1
1623,Courts,1
1623,Oatmeale,1
1623,cont,1
1623,Stilton,1
1623,Sugar,2
1623,Fraight,1
1623,holland,2
1623,Twentie,1
1623,Plate,1
1623,Husband,1
1623,Caskes,1
1623,St. Vincents,1
1623,Tower,1
1623,Lumbarstreet,1
1623,XX,1
1623,Boate,1
1623,Antipathy,1
1623,Captiuitie,1
1623,Holograph,1
1623,XXVII,1
1623,Middlesex,2
1623,Killegrews,1
1623,Subiect,1
1623,Warned,1
1623,Throckmorton,1
1623,Pretext,1
1623,Berckley,1
1623,Sharers,1
1623,Sword,1
1623,Chickohominy River,1
1623,France,2
1623,Scotland,2
1623,Nansamum,1
1623,Commissionᵉʳs,1
1623,the George and,1
1623,Sureties,1
1623,Trench,1
1623,Shells,1
1623,Henrico,4
1623,ma'ties,2
1623,Mariners,1
1623,Silk,1
1623,Abigall,1
1623,Abigull,1
1623,Bibles,1
1623,Tobacco,2
1623,Advei-,1
1623,0—9—0,4
1623,Sallet Oyle,1
1623,Canada,1
1623,Roiston,1
1623,virginia,2
1623,the Bay.,1
1623,Trucking,1
1623,the Bay of Chesapeack,1
1623,Bay,2
1623,Holland,1
1623,xvjs,1
1623,monmouth,1
1623,½,1
1623,Suffolk,2
1623,knitt,1
1623,Lond,1
1623,Beast,1
1623,Oxen,1
1623,"Calfes, Sheepe, Lambs, Goate",1
1623,Swine,1
1623,Pigge,1
1623,Hens,1
1623,Geese,1
1623,Ducke,1
1623,VIRGINIA,4
1623,Kicoughtan,2
1623,wo'p,2
1623,Wch,1
1623,Midleborough,1
1623,yᵉ Ryuᵉr,1
1623,Jsekip,1
1623,Coast,1
1623,Governoʳ,1
1623,Brothers,1
1623,Harvey,1
1623,propria,2
1623,Johannem,1
1623,Willelmum Webb,2
1623,quae,2
1623,Johannes,6
1623,Patricius Copeland,4
1623,sibi,7
1623,dominia,5
1623,maneria,5
1623,eorum,6
1623,de Virginia,6
1623,eisdem,13
1623,quot,1
1623,penas,2
1623,illis,12
1623,mercandizis,16
1623,Johannes Tirrell,1
1623,Veneris,1
1623,America,11
1623,eundem,3
1623,Regem,5
1623,Suffolciæ,1
1623,Southamptoniæ,1
1623,Willelmo,2
1623,Pembroke,2
1623,Mountgomeryæ,1
1623,Theophilo,1
1623,Thome,1
1623,Laware,2
1623,Ielmo,1
1623,Monteagle,2
1623,Stanhop,1
1623,Georgio,3
1623,Londonic,1
1623,West,1
1623,Petro Manwood,1
1623,Willelmo Browne,1
1623,Stephano Somes,1
1623,Willelmo St.,1
1623,Stephano Biddlesdon,1
1623,Stephano Powle,1
1623,Harberte,1
1623,Shushy,1
1623,Willelmo Prowde,1
1623,Willelmo Winter,1
1623,Rookewood,1
1623,Rateliffe,1
1623,Londonie,1
1623,Willelmo Crashawe,1
1623,armigero,1
1623,Willelmo Barnes,1
1623,Willelmo Coyse,1
1623,Cleophas Smyth,1
1623,Willelmo Crosley,1
1623,Willelmo Leveson,1
1623,Willelmo Stallenge,1
1623,Martino Bond,1
1623,Willelmo Younge,1
1623,Ricardo Champion,1
1623,Willelmo Atkinson,1
1623,Willelmo Wattey,1
1623,Willelmo Kinge,1
1623,Ricardo Reynolds,1
1623,Willelmo Bardwell,1
1623,Willelmo Dun,2
1623,Henrico Price,1
1623,Willelmo Clandy,1
1623,Grocer,1
1623,Willelmo Quick,1
1623,Willelmo Gibbs,1
1623,Bushop,1
1623,Riceo Webb,1
1623,Willelmo Canninge,1
1623,Georgio Webb,1
1623,Willelmo Jansen,1
1623,Willelmo Sharpe,1
1623,Willelmo Strachy,1
1623,MS,1
1623,Willelmo Brakley,1
1623,Willelmo Southerne,1
1623,incorporarentur,1
1623,obtenta,1
1623,Quorum,1
1623,the sea coast,2
1623,de America,1
1623,octo,1
1623,de Virginia et,1
1623,Dominus Rex,7
1623,quidem,2
1623,Anglia,6
1623,Quodquidem,1
1623,cogerentur,1
1623,Lincolniae,1
1623,Dominus,4
1623,Lisle,1
1623,Thomas,1
1623,Tumfridus Weld,1
1623,Watts,1
1623,nomina,2
1623,qualia,3
1623,Thesaurarius,8
1623,nominaretur,1
1623,eligeretur,1
1623,continuaretur,1
1623,amoveretur,1
1623,mutaretur,1
1623,Societati,6
1623,Pasche,6
1623,Michaelis,2
1623,Successoribus,7
1623,predicta colonia,2
1623,jurisdiccionibus,1
1623,Societatem,1
1623,diversas,4
1623,Necnon,4
1623,summas,1
1623,veluti,1
1623,amicitia cum,1
1623,Dominiorum,3
1623,diceretur,1
1623,acciperetur,1
1623,sua bona,1
1623,Inhabitantorum,1
1623,vestu,1
1623,Anglie,1
1623,alia,1
1623,cundo,1
1623,eadem,2
1623,Regis,1
1623,Amerciamenta,1
1623,Colonia,1
1623,Coloniae,1
1623,convincantur,7
1623,ultima,2
1623,Virginian,1
1623,Londoniæ,3
1623,habenda,3
1623,Sibi,1
1623,terris,1
1623,Westminster,5
1623,St. Martin,1
1623,the City of London,2
1623,Plymouth,2
1623,Salisbury,1
1623,Henry,2
1623,Sheffield,1
1628,Virginia,44
1628,Degge,1
1628,Colonies,1
1628,Tres,1
1628,Parliamentarie,2
1628,Grivell Pooley,1
1628,thou,1
1628,Spain,1
1628,oylle,1
1628,Rysse,1
1628,Chesse,1
1628,XXVII,1
1628,pp,1
1628,James City,1
1628,Fort,1
1628,Abigaile,1
1628,London,6
1628,Canow,1
1628,Canada,1
1628,Castells,1
1628,Ireland,2
1628,Shreusbury,1
1628,Totridg,1
1628,Shipp,1
1628,Sea,1
1628,Dominus Rex,4
1628,cogerentur,1
1628,Anglia,4
1628,Regis,2
1628,de Virginia,1
1628,Thesaurarii,1
1628,Deputati,1
1628,Informatione,1
1628,eisdem,13
1628,jacentia,1
1628,Cape,2
1628,Comforte,1
1628,quarreis,1
1628,boscis,1
1628,jurisdiccionibus,1
1628,Societati,1
1628,Successoribus,2
1628,sibi,3
1628,Thesaurarius,1
1628,terris,6
1628,humilem,1
1628,Londinii,1
1628,quae,1
1628,ratificavit,1
1628,flumina,1
1628,piscaria,1
1628,eundem,1
1628,Regem,1
1628,Dominus,1
1628,eadem,2
1628,penas,2
1628,eorum,1
1628,Necnon,2
1628,illis,3
1628,Vicesimo,1
1628,nomina,1
1628,convincantur,3
1628,diversas,1
1628,Westminster,1
1628,England,15
1628,the City of London,2
1628,Hugh Hamersley,1
1628,Cambridge,2
1628,Antwerp,1
1628,Wales,1
1682,Sea,1
1682,Fumferyes,1
1682,Gorgis,1
1682,London,1
1682,Virginia,1
1682,the Somers Islands,1
1683,Virginia,1
1683,Concord,1
1683,Savages,1
1683,Inquire,1
1683,James City 3 Apr.,1
1683,Warr,1
1683,Cattle,1
1683,Corne,1
1683,L2ch,1
1683,England,1
1683,Fort,1
8,Virginia,1
1698,Societatem,1
1698,diversas,1
1698,Necnon,1
1698,habenda,1
1698,natum,1
1698,Virginia,2
1698,eisdem,1
1698,penas,1
