Year,Entity Text,Instances
1683,Holland,1
1683,Virginia,3
1623,Virginia,68
1623,Tobacco,2
1623,Holland,1
1623,Supply,1
1623,Towne,4
1623,Voyadge,1
1623,Moorewood,4
1623,England Scotland,2
1623,Ireland,9
1623,England,6
1623,Twentieth,5
1623,Scotland,7
1623,Sassaphras,1
1623,Assignees,1
1623,London,3
1623,Io,3
1623,Winckfeild,1
1623,Gibbs,3
1623,Woodnett,1
1623,Tatam,1
1623,Newport,1
1623,Carles,1
1623,Copland,3
1623,Ditchfield,1
1623,Downes,2
1623,Shipps,1
1623,Lpˢ.,1
1623,Maᵗʲᵉˢᵗʸˢ,1
1623,Honoᵘʳᵃᵇˡᵉ,1
1623,Killigrewe,1
1623,Boothby,1
1623,Hobbs,2
1623,Swinhowe,1
1623,Baldwin,1
1623,Percy.,1
1623,Grauesend,1
1623,Iacob,1
1623,Husband,2
1623,Corne,3
1623,Distresse,1
1623,Companie,2
1623,Llps,1
1623,Conceaue,1
1623,Clarke,1
1623,Stubbs,1
1623,Canterbury,2
1623,Carlile,1
1623,Rolls,2
1623,Againe,1
1623,Maᵗⁱᵉˢ,1
1623,Jadwin,1
1623,Loᵖˢ,1
1623,Cambridge,2
1623,the Business of Va.,1
1623,Elkington,1
1623,New-England,1
1623,Wye,1
1623,Southampton,7
1623,River,3
1623,Sparrow,1
1623,Bromfeilde,1
1623,Copeland,1
1623,Barkham,1
1623,Keightley,1
1623,Originalls,1
1623,Novembᵉʳ Annᵒ 1623,1
1623,Seaven,2
1623,Honoᵇˡᵉ,1
1623,Twentie,2
1623,Nouemb,1
1623,France,2
1623,England France,2
1623,Immunities,1
1623,Disbursed,4
1623,Complaine,1
1623,Petigon,1
1698,Brittaine Fraunce,1
1698,Ireland,1
1698,Virginia,3
1698,the City of London,1
1693,Virginia,2
1693,Southampton,1
1693,Accomptᵉ,1
1693,Ireland,2
1693,England,1
1693,Scotland,1
1628,Virginia,3
1628,Companys,2
1628,Southampton,1
1628,Barbor,1
1628,Gibbs,1
1628,Moorewood,1
1628,Sharrow,1
1688,Cheseack,1
1688,Limitts,1
1688,Virginia,2
1688,Powhatan,1
1688,Southampton,1
1624,Virginia,279
1624,Cambridge,2
1624,Contrary,1
1624,Imagination,1
1624,England,19
1624,Treasuror,1
1624,LL,1
1624,Bromfeilde,1
1624,Palauicine,1
1624,Etheridge,2
1624,Hobbs,3
1624,Counsel,2
1624,Twentie,1
1624,Securitie,1
1624,London,25
1624,Accompts,2
1624,Disbursed,1
1624,Bookes,1
1624,Scotland,4
1624,France,4
1624,Ireland,7
1624,Twentieth,1
1624,Seaven,1
1624,Lands,1
1624,& Seale,1
1624,Southampton,11
1624,Swinhowe,1
1624,Buckridge,1
1624,Seldon,2
1624,Capps,3
1624,Nichole,1
1624,Kinge,1
1624,Refference,1
1624,Maᵗⁱᵉˢ,5
1624,Convenyent,1
1624,Petiton,1
1624,Weston,4
1624,Cryminall,1
1624,Lybellers,1
1624,Defame,1
1624,Corne,1
1624,Sea,2
1624,Kingdom,2
1624,Soyle,1
1624,Nauigation,1
1624,Kingdome,1
1624,the South Sea,1
1624,Warr,1
1624,Summer Islands,38
1624,Nature,1
1624,regaurd,1
1624,Shipp,1
1624,Plymouth,3
1624,Parlyament,1
1624,Towne,1
1624,Christianitie,1
1624,Captaine,1
1624,Alden,2
1624,Webbs,1
1624,Husband,1
1624,Negative,1
1624,Balmford,1
1624,Io,1
1624,Molins,1
1624,Newport,1
1624,Shelton,1
1624,Jadwin,2
1624,Copeland,1
1624,Memorand,1
1624,Abden,1
1624,East India,6
1624,Amsterdam,1
1624,Canterbury,1
1624,Basse,1
1624,Barkham,1
1624,Baynam,1
1624,Barnard,1
1624,Peirs,10
1624,Barnes,1
1624,Wye,1
1624,West,1
1624,Bingham,1
1624,Bohun,1
1624,Boothby,1
1624,Bradford,1
1624,Martin,2
1624,the United States,1
1624,Elizabeth Island,2
1624,Westover,1
1624,Caninge,1
1624,Canne,1
1624,Delphebus,1
1624,Carles,1
1624,Sumerscale,11
1624,Mildmaye,1
1624,Charles City,1
1624,Choapooks Creek,1
1624,Clarke,1
1624,Colby,1
1624,Copland,1
1624,Cranmer,2
1624,Cratford,1
1624,Croftes,1
1624,Crouch,1
1624,Hugh,3
1624,Crowe,1
1624,Tobacco,1
1624,Rebecca,1
1624,De Lawar,1
1624,Delaware River,1
1624,Ditchfield,1
1624,Elizabeth City,1
1624,Elkington,1
1624,Katherine,1
1624,Pharao,1
1624,Washington,1
1624,Henry,1
1624,Ursula,1
1624,Grindon,1
1624,Stephen,1
1624,Grocer,1
1624,Gunston,1
1624,Harvey,1
1624,Haughton,1
1624,Haverd,1
1624,Buckingham,3
1624,Hening,1
1624,Large,1
1624,Henrico,2
1624,Hickford,1
1624,Hilton,1
1624,Holland,1
1624,Hudson River,1
1624,Hutchinson,1
1624,Iotan,1
1624,Ipswich,1
1624,Italy,1
1624,Phillipp,1
1624,Jordan,1
1624,Jourdan,1
1624,Keightley,2
1624,Kightley,2
1624,Kempe,1
1624,Kentishmen,1
1624,Kerridge,1
1624,Kiquotan,2
1624,Vines,1
1624,Silk,1
1624,Colonies,1
1624,Delaware,1
1624,Levellis,1
1624,Arthur,1
1624,Salisbury,2
1624,Lichfield,1
1624,Maynard,1
1624,Mellinge,1
1624,Middle Temple,1
1624,Mitton,1
1624,Moones,1
1624,Moston,1
1624,Muscovia,1
1624,Naunton,1
1624,Nuce,1
1624,Nuice,1
1624,Newport Newes,1
1624,Newton,1
1624,Agnes,1
1624,Nova Britannia,1
1624,Oleuan,1
1624,Parrington,1
1624,Pembrooke,1
1624,Peyton,1
1624,Massachusetts,1
1624,Poland,1
1624,Pollard,1
1624,Havercombe,1
1624,Portsmouth,1
1624,Pardon,2
1624,Powhatan,1
1624,Prin,1
1624,Spain,2
1624,Rayden,1
1624,Richmond,2
1624,Sackville,1
1624,St. John,1
1624,St. Michaels,1
1624,Cornhill,1
1624,Saville,1
1624,Sheffield,1
1624,Topsom,2
1624,II,1
1624,New England,1
1624,South Sea,1
1624,Southerton,1
1624,Spelman,1
1624,Stephens,2
1624,Williamsburg,1
1624,Sumerscales,1
1624,Swayne,2
1624,Sweden,1
1624,Middleborough,1
1624,Flushing,1
1624,the Colony of Virginia,1
1624,Upton,1
1624,Virginea,3
1624,pp.,1
1624,Florida,1
1624,Elnas,1
1624,League,1
1624,West Indies,1
1624,Westrowe,1
1624,Wilmer,2
1624,Winston,1
1624,Bookkeeper,1
1624,Woodnoth,1
1624,Thomasin,1
1624,pp,1
1624,Volume IV,1
1624,Great Britain,1
1624,Va.,1
1624,Somers Islands,1
1624,Volume III,1
1624,XVIII,1
1624,Nibley,1
1624,James City,1
1624,North Nibley,1
1624,Wanswell,1
1624,Thorpe,1
1624,Drunkenesse,1
1624,Lottery,1
1624,Sampson,1
1624,Conscience,1
1624,Iourny,1
1624,yt.,1
1624,Heresy,1
1608,Virginia,11
1608,Desyred,1
1608,Lands,1
1608,Sentence,1
1608,relicta,1
1608,Testamento,2
1608,ultima,2
1608,Popham,2
1608,Aprilis,1
1608,Octobris,1
1608,Novembris,1
1608,Decembris,1
1608,Januarii,1
1608,Februarii,1
1608,illis,2
1608,praedicto,1
1608,North,2
1608,England,13
1608,Sagadahoc,1
1608,England Et,1
1608,Annam,1
1608,Juditio,1
1608,Decreti,1
1608,hunc,1
1608,Idcirco,1
1608,Libello,1
