Year,Entity Text,Instances
1622,Garland,9
1622,London,33
1622,the Somer Islands,7
1622,Mast,1
1622,Virginia,536
1622,Lands,3
1622,Tobacco,2
1622,Wye,6
1622,Island,2
1622,Pasche,1
1622,Washington,26
1622,River,10
1622,Bay,3
1622,the Bay &c.,1
1622,VIRGINIA,6
1622,Captaine,6
1622,Maine,1
1622,Death,1
1622,Kicoughtan,1
1622,Ireland,15
1622,England Fraunce,2
1622,Scotland,10
1622,Towne,3
1622,St.,4
1622,proffitts,1
1622,Children,2
1622,Companie,12
1622,Mynes,2
1622,Payinge,1
1622,England,43
1622,East Greenwich,3
1622,tryalle,1
1622,Incorporation,1
1622,Wittnesse,2
1622,France,6
1622,England France,1
1622,the City of London,1
1622,Assignees,1
1622,Southampton,14
1622,Sea,3
1622,the Summer Islands,4
1622,Kingdome,3
1622,the East-India Schoole,1
1622,Cotton,1
1622,Coast,2
1622,Turkey,2
1622,the South River,1
1622,us,1
1622,Grogeran,1
1622,China,2
1622,West,3
1622,Acanackehina,1
1622,the South Sea,2
1622,Sugar,1
1622,Pines,1
1622,the East India Schoole,2
1622,East India Schoole,2
1622,America,1
1622,James City,8
1622,Cattle,1
1622,Latter,1
1622,Lᵖˢ.,1
1622,Silk,1
1622,Mulberie,2
1622,Valentia,2
1622,Corne,7
1622,Instruments,1
1622,Ffurrs,1
1622,Abigaile,2
1622,Oxen,1
1622,Loving,2
1622,Us,1
1622,Vs,1
1622,Contrary,1
1622,the Twentith year,1
1622,Councelloᵘʳˢ,2
1622,Capᵗ.,1
1622,Furrs,1
1622,Drunkenes,1
1622,Cambridge,5
1622,Vergena,1
1622,N. Ferrar,1
1622,Vines,3
1622,Colonies,3
1622,Sisters,1
1622,Soyle,1
1622,Palace,1
1622,Councellour,1
1622,Vineyards,1
1622,Wormes,1
1622,Instructour,1
1622,depte,1
1622,Mynories,1
1622,Wales,1
1622,Kingdom,4
1622,the West Indies,3
1622,Henrico,4
1622,Shipwrights,2
1622,Almightie,1
1622,Pamunke,1
1622,the Bay of Chesipiack,1
1622,Comand,1
1622,Kinge,2
1622,Pamunkey,1
1622,North-East,1
1622,Sr,2
1622,Skinksconce,1
1622,Thomasin,2
1622,Amends,1
1622,Sr.,1
1622,Earth,1
1622,Tenants,2
1622,Savages,2
1622,Martiall Discipline,1
1622,Bullwark,1
1622,Cuntrie,1
1622,Dutie,1
1622,Bookkeeper,1
1622,Barrels,1
1622,Downes,1
1622,looselye,1
1622,Smirna,1
1622,Pmissa,1
1622,p'missis,1
1622,Octobris 1622,1
1622,Patomack River,2
1622,the Eastern Shore,1
1622,ALIAS SAMPSON,1
1622,Sinne,1
1622,Harbor,1
1622,Sampson,4
1622,Fraunce,1
1622,the Bay or,1
1622,Marchante,1
1622,WYE,1
1622,Henricum,1
1622,quae,1
1622,Colonia,1
1622,Judicio,1
1622,hunc,1
1622,Comperimus,1
1622,Wye ab,1
1622,narrata,1
1622,Ceterisque,1
1622,Compellendos,1
1622,Taxationem,1
1622,Judici,1
1622,Warringe,1
1622,Convenyent,1
1622,Countrie,1
1622,Mat'ie,1
1622,North-next,1
1622,Ordenance,1
1622,Newfoundland,2
1622,Opichankanos Island,1
1622,Pamaunkey,1
1622,Okanahone River,2
1622,III,1
1622,Canterbury,4
1622,al.,15
1622,Voyages,4
1622,Thomas,22
1622,Alden,1
1622,Edmund,7
1622,Jonas,1
1622,Amsterdam,1
1622,Charles,3
1622,Arthard,2
1622,Armenia,1
1622,William,5
1622,Islands,2
1622,Bacon,2
1622,Bagg,1
1622,Bancks,1
1622,Barbor,1
1622,Somers Islands,14
1622,Basse,4
1622,Raphe,2
1622,Baynam,1
1622,Beamont,1
1622,Beaumont,1
1622,Beheathland,1
1622,Beningfield,1
1622,Henry,33
1622,Barnard,1
1622,Anthony,3
1622,Barnes,3
1622,Philip,8
1622,Berkeley,2
1622,Berkley Hundred,5
1622,Thorpe,5
1622,Bermuda City,1
1622,Blewet,2
1622,Blyth,1
1622,Bocket,1
1622,Elizabeth City,4
1622,Martin,3
1622,Boothby,2
1622,Borne,2
1622,Boroughs,1
1622,Boscough,1
1622,Bourton,1
1622,Bowry,1
1622,Braford,1
1622,Brasington,1
1622,Brewood,1
1622,Hugh,7
1622,Bromfield,1
1622,Arthur,4
1622,Christopher,5
1622,Brooke,3
1622,Buckingham,4
1622,Burges,1
1622,Button,2
1622,W.,1
1622,California,1
1622,Lawrence,1
1622,Canada,1
1622,Caninge,3
1622,Archbishop,1
1622,Capps,2
1622,Kiecowtan,2
1622,Mat.,1
1622,Caribo Islands,1
1622,Carles,1
1622,Castle,1
1622,Champion,1
1622,Charles City,1
1622,Chetle,1
1622,Clement,5
1622,Chickahomini River,1
1622,Chile,1
1622,Katherine,3
1622,Laurence,2
1622,Codrington,1
1622,Stephen,5
1622,Collins,1
1622,Columbus,1
1622,Argall,1
1622,Spain,5
1622,Orient,1
1622,Salisbury,5
1622,Husband,2
1622,Concord,2
1622,Copeland,1
1622,Copland,1
1622,Patrick,1
1622,Coulston,1
1622,Couly,1
1622,Company,1
1622,Wanswell,1
1622,Cranborne,1
1622,Cranfield,1
1622,Cranmer,1
1622,Cratford,1
1622,Thomasin Woodshawe,1
1622,Croftes,1
1622,Crompton,1
1622,Crowe,2
1622,Croydon,1
1622,Cullamore,1
1622,Dade,1
1622,Daubny,1
1622,Lancelot,1
1622,Decrewe,1
1622,Delaware River,1
1622,Gideon,1
1622,Denmark,1
1622,Denton,1
1622,Devonshire,1
1622,Havercombe,1
1622,Ditchfield,1
1622,Dover,1
1622,Assembly,1
1622,Jasper,1
1622,Kiccowtan,1
1622,Europe,1
1622,North America,1
1622,Faldoe,1
1622,Nicholas,2
1622,Farrars,1
1622,Henage,1
1622,Florida,2
1622,Cape,1
1622,Raph,1
1622,Germany,1
1622,Gloucester,1
1622,Greenwich,1
1622,Greece,1
1622,Griffin,2
1622,Hackshawe,1
1622,Haget,1
1622,Hall,1
1622,Hamburg,1
1622,Hamersley,1
1622,Hamyton,1
1622,Hancock,1
1622,Hare,1
1622,Hearne,1
1622,Henrico Island,1
1622,Leonard,2
1622,Haughton,1
1622,Hickford,1
1622,Haydon,1
1622,Jeromie,1
1622,Holiland,1
1622,Holland,5
1622,Samuell,1
1622,Houlden,1
1622,Drunkenesse,1
1622,Hudson River,1
1622,Huntingdon,1
1622,India,1
1622,Indian Ocean,1
1622,Powhatan,2
1622,Ipswich,1
1622,Italy,1
1622,Japan,1
1622,Jefferies,1
1622,Cornelius,1
1622,Zachary,1
1622,Jordan,1
1622,Kemis,1
1622,Kiceowtan,1
1622,Kecketan,1
1622,Kequoughtan,1
1622,Keyeotan,1
1622,Kiquotan,1
1622,Kidwille,1
1622,Lottery,2
1622,Konwan,1
1622,Felix,2
1622,Lampin,1
1622,Jeremy,2
1622,Langhton,1
1622,Leveson,2
1622,Lewet,1
1622,Lewson,1
1622,Lichfield,1
1622,Liste,1
1622,Littleton,1
1622,"Port of,",1
1622,Lothbury,1
1622,Lymington,1
1622,Pilot,1
1622,Rolls,1
1622,Bargrave,1
1622,Massam,1
1622,Meddus,1
1622,Meoles,1
1622,Metallina,1
1622,Methusalem,1
1622,Mexico,1
1622,Middelburg,1
1622,Molton,1
1622,Moluccas,1
1622,Bishop,1
1622,Jarrat,1
1622,Mosse,1
1622,Moston,1
1622,Mountford,1
1622,Moyomps River,1
1622,Mulberry Island,1
1622,Mundz,1
1622,Murrey,1
1622,Naunton,1
1622,New England,1
1622,New Spain,1
1622,Newton,1
1622,Norincourt,1
1622,"North, Dudley",1
1622,Northampton,1
1622,Plymouth,3
1622,Norway,1
1622,Ofley,1
1622,Opechancano,1
1622,Pacomunky River,1
1622,Pamunkey River,1
1622,Patawamack River,1
1622,Potomac,1
1622,Patche,1
1622,Throckmorton,1
1622,Pearse,1
1622,Peashall,1
1622,Peatlie,1
1622,Peirs,1
1622,Pelton,1
1622,Counceil,1
1622,Pennyngton,1
1622,Bartholomew,1
1622,Persia,1
1622,Peru,1
1622,Payton,1
1622,Philpott,1
1622,Piercy,1
1622,Restricted,1
1622,Ploughs,1
1622,Massachusetts,1
1622,Poland,1
1622,Portugal,1
1622,Potomack River,1
1622,Patawamack,1
1622,Potts,1
1622,Powntesse,1
1622,Powhatan River,1
1622,King,9
1622,Hildebrand,2
1622,Queens River,1
1622,Ramsden,1
1622,Raynton,1
1622,Goodwife,1
1622,Heresy,1
1622,Benomy,1
1622,Reynolds,1
1622,Humphrey,1
1622,Richmond,3
1622,Ritanoe,1
1622,Roanoke River,1
1622,Marke,1
1622,Rome,1
1622,Delionel,1
1622,Russia,1
1622,Sackville,3
1622,Sackfield,1
1622,St. John,4
1622,St. Katherine,1
1622,Saltingston,1
1622,Somer Islands,2
1622,Isaak,1
1622,Sheffield,1
1622,Rachel,1
1622,Ferdinando,2
1622,Humfry,1
1622,Bristoll,2
1622,East India,1
1622,Gorland,1
1622,Warwicke,1
1622,Surgeon,1
1622,Cleophas,1
1622,Purser,1
1622,Oldminster,1
1622,Smyrna,1
1622,Smyth,1
1622,Southampton River,1
1622,Southerton,1
1622,South River,1
1622,South Sea,1
1622,Southwest Passage,1
1622,Straits,1
1622,Stubbs,1
1622,Suffield,1
1622,Suffolk,1
1622,Swinhowe,1
1622,Berkeley Hundred,1
1622,Torfet,1
1622,Torphet,1
1622,Towse,1
1622,Edward,1
1622,Berkley,1
1622,Truelove,1
1622,Troughton,1
1622,Tufton,2
1622,Twine,1
1622,Twisden,2
1622,Tyler,3
1622,Venne,2
1622,Vincent,1
1622,Rouse,1
1622,North Colony,1
1622,Claybourne,1
1622,West Hundred,1
1622,West Indies,1
1622,Westminster,2
1622,Weston,1
1622,Wiffin,2
1622,Wilie,1
1622,Willeston,2
