Year,Entity Text,Instances
1617,Virginia,1
1617,the Bermuda City,1
1617,Bermuda City,1
1617,Scotland,1
1617,Pohawtan,1
1617,Ploughs,1
1618,Virg,1
1618,Covering,1
1618,Throckmorton,1
1618,Towne,2
1618,Anville,1
1618,pp,3
1618,III,1
1618,Richmond,1
1618,the City of London,2
1618,Virginia,49
1618,Realm,2
1618,Lands,11
1618,England,10
1618,Charles City Henrico,1
1618,Burrough,1
1618,Kiccowtan,1
1618,Burroughs,8
1618,Charles City,2
1618,Henrico,4
1618,Kicecowtan,1
1618,East,1
1618,West,1
1618,River,3
1618,North,1
1618,Earth,1
1618,the Inhabitants of Virginia,1
1618,Scotland,4
1618,France,3
1618,Ireland,6
1618,Gloucester,1
1618,Nibley Esquire,1
1618,Kingroad,1
1618,west sowwest,1
1618,Sackville,1
1618,Knole Park,1
1618,Ianuarie,1
1618,Garland,1
1618,the Summer Islands,1
1618,London,2
1618,Bohun,1
1618,Cattell,1
1618,Swine,1
1618,Baylyes,1
1618,Stalling,1
1618,Cleft,1
1618,the West Country,1
1618,Swan,1
1618,Elisabeth City,2
1618,Allmyghty,1
1618,Thorpe,1
1618,Governour,1
1618,yong yett,1
1618,Downes,2
1618,Southampton,1
1618,Opachankeno,1
1618,Duty,1
1618,England France,1
1618,Clowerwall,1
1618,the County of Glouces,1
1618,Wanswell,1
1618,gras,1
1619,England,27
1619,London,22
1619,Virginia,106
1619,VIRGINIA,2
1619,Thorpe,3
1619,Harwood,1
1619,Husband,3
1619,Bedle,1
1619,LL,1
1619,Treas,4
1619,abilitye,1
1619,Salarye,1
1619,Colonies,5
1619,the Somer Islands,2
1619,France,2
1619,Ireland,5
1619,Scotland,3
1619,Corne,2
1619,Territories,1
1619,Henrico,3
1619,Nibley,1
1619,Southampton,4
1619,Warwicke,2
1619,Sandwich,1
1619,Sail,1
1619,Sea,1
1619,yoᵘʳ,1
1619,pp,7
1619,xvij,1
1619,the City of Bristoll,2
1619,Towne,2
1619,Bristoll,11
1619,Pilots,1
1619,Clowerwall,2
1619,County,2
1619,Esq,2
1619,Prestwood,2
1619,the County of,2
1619,the City of London,4
1619,Collony,1
1619,Captayne,2
1619,Theirby,1
1619,Glouc,1
1619,Berkeley,1
1619,Virginian,1
1619,the Twentieth of January,1
1619,Bearkley,1
1619,accesse,1
1619,Armor,1
1619,payd,1
1619,Northborn,2
1619,Januarie,2
1619,Fifties,1
1619,Sʳ Georges,1
1619,the West Indies,1
1619,Aprill,1
1619,Christendome,2
1619,Tobacco,1
1619,Croydon,1
1619,Middleborough,1
1619,Pilott,2
1619,coffionn,1
1619,Counceil,1
1619,Englishledge,1
1619,the bay Warrestogack,1
1619,Crope,1
1619,Kequohtan,1
1619,Englishe,1
1619,Jtoyatin,1
1619,Tenante,1
1619,Iames River City,1
1619,Familyes,1
1619,Plantacion of Virginia,1
1619,Memorye,1
1619,Honor,1
1619,Counsel,3
1619,Curia,1
1619,yo[u,4
1619,Tunne,1
1619,Panels,1
1619,Muscauadocs,1
1619,Whites,1
1619,Mantles,1
1619,Walnut,1
1619,Iune,1
1619,Tenants,2
1619,Bohun,1
1619,Hambrough,1
1619,Pembrooke,1
1619,Cambridge,4
1619,James City,6
1619,the North Colony,1
1619,Childishe,1
1619,Monahigon,2
1619,Plymouth,1
1619,the Cape Marchant,1
1619,Newfound,1
1619,Point-Comfort,1
1619,the West Indyes,3
1619,Negroes,1
1619,Cape Marchant,1
1619,the Bay,1
1619,Keqnoughton,1
1619,Ordenance,1
1619,Somer,1
1619,Victualle,1
1619,Discover,1
1619,Wareskoyack Bay,1
1619,Charles City,1
1619,Port,1
1619,Nue,1
1619,the K. of Patowamach,1
1619,Opuchankeno,1
1619,Treasorer,1
1619,Captaine,2
1619,West,2
1619,Howbeit,1
1619,summa summarum,1
1619,Jelousies,1
1619,Land,1
1619,Opachankeno,1
1619,Corynth,1
1619,North,1
1619,South,1
1619,Climates,1
1619,Greece,1
1619,Country,1
1619,Comaundinge,1
1619,Spain,1
1619,Acknowledgment,1
1619,Mulberry Island,1
1619,Menis,1
1619,Jacob,1
1619,Complayninge,1
1619,Comfort,1
31,James city,1
31,Virginia,12
31,Captaine,4
31,Burgesses,1
31,Kiccowtan,2
31,England,23
31,Patente,3
31,Kiecowtan,1
31,Incorporation,2
31,Cape,2
31,Cape Marchant,1
31,Borough,1
31,Colonies,1
31,the Cape Marchant,2
31,Drunkennes,1
31,Englishe,1
31,Henrico,1
31,Kicawtan,1
31,ill parte,1
31,London,8
31,Bristoll,11
31,Tatecombe,1
31,Payd,19
31,Ireland,2
31,Aprill,1
31,St. Iggot,1
31,Littleton,1
31,inke,1
31,Sea,1
